,0.000E+00,9.202E-05
,1.438E-07,4.180E-04
,2.876E-07,8.995E-04
,4.314E-07,1.411E-03
,5.753E-07,1.859E-03
,7.191E-07,2.470E-03
,8.629E-07,3.065E-03
,1.007E-06,3.677E-03
,1.151E-06,4.411E-03
,1.294E-06,5.090E-03
,1.438E-06,5.728E-03
,1.582E-06,6.330E-03
,1.726E-06,6.989E-03
,1.870E-06,7.625E-03
,2.013E-06,8.283E-03
,2.157E-06,8.956E-03
,2.301E-06,9.549E-03
,2.445E-06,1.023E-02
,2.589E-06,1.101E-02
,2.732E-06,1.169E-02
,2.876E-06,1.237E-02
,3.020E-06,1.302E-02
,3.164E-06,1.377E-02
,3.308E-06,1.443E-02
,3.452E-06,1.510E-02
,3.595E-06,1.579E-02
,3.739E-06,1.645E-02
,3.883E-06,1.714E-02
,4.027E-06,1.781E-02
,4.171E-06,1.849E-02
,4.314E-06,1.927E-02
,4.458E-06,2.000E-02
,4.602E-06,2.070E-02
,4.746E-06,2.141E-02
,4.890E-06,2.221E-02
,5.033E-06,2.304E-02
,5.177E-06,2.380E-02
,5.321E-06,2.450E-02
,5.465E-06,2.520E-02
,5.609E-06,2.599E-02
,5.753E-06,2.677E-02
,5.896E-06,2.753E-02
,6.040E-06,2.844E-02
,6.184E-06,2.920E-02
,6.328E-06,2.994E-02
,6.472E-06,3.101E-02
,6.615E-06,3.181E-02
,6.759E-06,3.257E-02
,6.903E-06,3.319E-02
,7.047E-06,3.405E-02
,7.191E-06,3.482E-02
,7.334E-06,3.569E-02
,7.478E-06,3.630E-02
,7.622E-06,3.710E-02
,7.766E-06,3.775E-02
,7.910E-06,3.852E-02
,8.054E-06,3.926E-02
,8.197E-06,3.986E-02
,8.341E-06,4.084E-02
,8.485E-06,4.131E-02
,8.629E-06,4.221E-02
,8.773E-06,4.294E-02
,8.916E-06,4.372E-02
,9.060E-06,4.448E-02
,9.204E-06,4.541E-02
,9.348E-06,4.605E-02
,9.492E-06,4.694E-02
,9.635E-06,4.764E-02
,9.779E-06,4.864E-02
,9.923E-06,4.943E-02
,1.007E-05,5.007E-02
,1.021E-05,5.098E-02
,1.035E-05,5.174E-02
,1.050E-05,5.232E-02
,1.064E-05,5.305E-02
,1.079E-05,5.372E-02
,1.093E-05,5.474E-02
,1.107E-05,5.512E-02
,1.122E-05,5.628E-02
,1.136E-05,5.703E-02
,1.151E-05,5.765E-02
,1.165E-05,5.844E-02
,1.179E-05,5.917E-02
,1.194E-05,6.012E-02
,1.208E-05,6.090E-02
,1.222E-05,6.172E-02
,1.237E-05,6.243E-02
,1.251E-05,6.309E-02
,1.266E-05,6.395E-02
,1.280E-05,6.453E-02
,1.294E-05,6.551E-02
,1.309E-05,6.634E-02
,1.323E-05,6.707E-02
,1.337E-05,6.778E-02
,1.352E-05,6.861E-02
,1.366E-05,6.940E-02
,1.381E-05,7.014E-02
,1.395E-05,7.105E-02
,1.409E-05,7.191E-02
,1.424E-05,7.270E-02
,1.438E-05,7.338E-02
,1.453E-05,7.422E-02
,1.467E-05,7.492E-02
,1.481E-05,7.544E-02
,1.496E-05,7.619E-02
,1.510E-05,7.699E-02
,1.524E-05,7.784E-02
,1.539E-05,7.805E-02
,1.553E-05,7.898E-02
,1.568E-05,7.982E-02
,1.582E-05,8.084E-02
,1.596E-05,8.149E-02
,1.611E-05,8.242E-02
,1.625E-05,8.299E-02
,1.639E-05,8.378E-02
,1.654E-05,8.442E-02
,1.668E-05,8.508E-02
,1.683E-05,8.612E-02
,1.697E-05,8.641E-02
,1.711E-05,8.753E-02
,1.726E-05,8.822E-02
,1.740E-05,8.902E-02
,1.755E-05,8.945E-02
,1.769E-05,9.007E-02
,1.783E-05,9.104E-02
,1.798E-05,9.137E-02
,1.812E-05,9.232E-02
,1.826E-05,9.296E-02
,1.841E-05,9.401E-02
,1.855E-05,9.440E-02
,1.870E-05,9.504E-02
,1.884E-05,9.550E-02
,1.898E-05,9.716E-02
,1.913E-05,9.773E-02
,1.927E-05,9.786E-02
,1.941E-05,9.899E-02
,1.956E-05,9.962E-02
,1.970E-05,1.001E-01
,1.985E-05,1.007E-01
,1.999E-05,1.015E-01
,2.013E-05,1.027E-01
,2.028E-05,1.035E-01
,2.042E-05,1.040E-01
,2.057E-05,1.045E-01
,2.071E-05,1.056E-01
,2.085E-05,1.064E-01
,2.100E-05,1.070E-01
,2.114E-05,1.077E-01
,2.128E-05,1.083E-01
,2.143E-05,1.087E-01
,2.157E-05,1.099E-01
,2.172E-05,1.110E-01
,2.186E-05,1.112E-01
,2.200E-05,1.125E-01
,2.215E-05,1.126E-01
,2.229E-05,1.137E-01
,2.243E-05,1.141E-01
,2.258E-05,1.155E-01
,2.272E-05,1.161E-01
,2.287E-05,1.166E-01
,2.301E-05,1.174E-01
,2.315E-05,1.188E-01
,2.330E-05,1.187E-01
,2.344E-05,1.192E-01
,2.359E-05,1.204E-01
,2.373E-05,1.209E-01
,2.387E-05,1.219E-01
,2.402E-05,1.229E-01
,2.416E-05,1.240E-01
,2.430E-05,1.244E-01
,2.445E-05,1.248E-01
,2.459E-05,1.259E-01
,2.474E-05,1.266E-01
,2.488E-05,1.270E-01
,2.502E-05,1.280E-01
,2.517E-05,1.286E-01
,2.531E-05,1.295E-01
,2.545E-05,1.294E-01
,2.560E-05,1.301E-01
,2.574E-05,1.312E-01
,2.589E-05,1.315E-01
,2.603E-05,1.331E-01
,2.617E-05,1.335E-01
,2.632E-05,1.338E-01
,2.646E-05,1.353E-01
,2.661E-05,1.358E-01
,2.675E-05,1.366E-01
,2.689E-05,1.371E-01
,2.704E-05,1.369E-01
,2.718E-05,1.384E-01
,2.732E-05,1.398E-01
,2.747E-05,1.398E-01
,2.761E-05,1.405E-01
,2.776E-05,1.415E-01
,2.790E-05,1.420E-01
,2.804E-05,1.431E-01
,2.819E-05,1.435E-01
,2.833E-05,1.443E-01
,2.847E-05,1.452E-01
,2.862E-05,1.458E-01
,2.876E-05,1.461E-01
,2.891E-05,1.476E-01
,2.905E-05,1.481E-01
,2.919E-05,1.484E-01
,2.934E-05,1.491E-01
,2.948E-05,1.500E-01
,2.963E-05,1.513E-01
,2.977E-05,1.519E-01
,2.991E-05,1.525E-01
,3.006E-05,1.528E-01
,3.020E-05,1.533E-01
,3.034E-05,1.547E-01
,3.049E-05,1.554E-01
,3.063E-05,1.555E-01
,3.078E-05,1.567E-01
,3.092E-05,1.574E-01
,3.106E-05,1.571E-01
,3.121E-05,1.587E-01
,3.135E-05,1.596E-01
,3.149E-05,1.601E-01
,3.164E-05,1.605E-01
,3.178E-05,1.611E-01
,3.193E-05,1.621E-01
,3.207E-05,1.626E-01
,3.221E-05,1.632E-01
,3.236E-05,1.640E-01
,3.250E-05,1.648E-01
,3.265E-05,1.655E-01
,3.279E-05,1.662E-01
,3.293E-05,1.667E-01
,3.308E-05,1.672E-01
,3.322E-05,1.680E-01
,3.336E-05,1.692E-01
,3.351E-05,1.697E-01
,3.365E-05,1.696E-01
,3.380E-05,1.710E-01
,3.394E-05,1.711E-01
,3.408E-05,1.719E-01
,3.423E-05,1.730E-01
,3.437E-05,1.733E-01
,3.452E-05,1.747E-01
,3.466E-05,1.749E-01
,3.480E-05,1.760E-01
,3.495E-05,1.762E-01
,3.509E-05,1.766E-01
,3.523E-05,1.776E-01
,3.538E-05,1.790E-01
,3.552E-05,1.790E-01
,3.567E-05,1.796E-01
,3.581E-05,1.806E-01
,3.595E-05,1.806E-01
,3.610E-05,1.815E-01
,3.624E-05,1.822E-01
,3.638E-05,1.838E-01
,3.653E-05,1.842E-01
,3.667E-05,1.849E-01
,3.682E-05,1.841E-01
,3.696E-05,1.863E-01
,3.710E-05,1.874E-01
,3.725E-05,1.881E-01
,3.739E-05,1.876E-01
,3.754E-05,1.895E-01
,3.768E-05,1.893E-01
,3.782E-05,1.905E-01
,3.797E-05,1.903E-01
,3.811E-05,1.920E-01
,3.825E-05,1.919E-01
,3.840E-05,1.928E-01
,3.854E-05,1.940E-01
,3.869E-05,1.940E-01
,3.883E-05,1.951E-01
,3.897E-05,1.957E-01
,3.912E-05,1.956E-01
,3.926E-05,1.969E-01
,3.940E-05,1.973E-01
,3.955E-05,1.982E-01
,3.969E-05,1.994E-01
,3.984E-05,1.998E-01
,3.998E-05,2.001E-01
,4.012E-05,2.012E-01
,4.027E-05,2.016E-01
,4.041E-05,2.026E-01
,4.056E-05,2.037E-01
,4.070E-05,2.044E-01
,4.084E-05,2.047E-01
,4.099E-05,2.054E-01
,4.113E-05,2.057E-01
,4.127E-05,2.069E-01
,4.142E-05,2.081E-01
,4.156E-05,2.076E-01
,4.171E-05,2.093E-01
,4.185E-05,2.091E-01
,4.199E-05,2.105E-01
,4.214E-05,2.108E-01
,4.228E-05,2.113E-01
,4.242E-05,2.126E-01
,4.257E-05,2.128E-01
,4.271E-05,2.135E-01
,4.286E-05,2.144E-01
,4.300E-05,4.570E-01
