,0.000E+00,4.370E+11
,3.411E-04,2.113E-01
,6.823E-04,1.273E-01
,1.023E-03,9.301E-02
,1.365E-03,7.266E-02
,1.706E-03,5.968E-02
,2.047E-03,5.080E-02
,2.388E-03,4.442E-02
,2.729E-03,3.897E-02
,3.070E-03,3.503E-02
,3.411E-03,3.154E-02
,3.753E-03,2.893E-02
,4.094E-03,2.692E-02
,4.435E-03,2.501E-02
,4.776E-03,2.341E-02
,5.117E-03,2.220E-02
,5.458E-03,2.090E-02
,5.799E-03,1.984E-02
,6.140E-03,1.886E-02
,6.482E-03,1.790E-02
,6.823E-03,1.707E-02
,7.164E-03,1.625E-02
,7.505E-03,1.563E-02
,7.846E-03,1.490E-02
,8.187E-03,1.437E-02
,8.528E-03,1.388E-02
,8.870E-03,1.343E-02
,9.211E-03,1.299E-02
,9.552E-03,1.255E-02
,9.893E-03,1.220E-02
,1.023E-02,1.181E-02
,1.058E-02,1.144E-02
,1.092E-02,1.111E-02
,1.126E-02,1.083E-02
,1.160E-02,1.063E-02
,1.194E-02,1.041E-02
,1.228E-02,1.013E-02
,1.262E-02,9.900E-03
,1.296E-02,9.706E-03
,1.330E-02,9.479E-03
,1.365E-02,9.261E-03
,1.399E-02,9.092E-03
,1.433E-02,8.897E-03
,1.467E-02,8.681E-03
,1.501E-02,8.517E-03
,1.535E-02,8.348E-03
,1.569E-02,8.165E-03
,1.603E-02,8.040E-03
,1.637E-02,7.916E-03
,1.672E-02,7.774E-03
,1.706E-02,7.640E-03
,1.740E-02,7.536E-03
,1.774E-02,7.403E-03
,1.808E-02,7.320E-03
,1.842E-02,7.165E-03
,1.876E-02,7.085E-03
,1.910E-02,6.956E-03
,1.944E-02,6.858E-03
,1.979E-02,6.753E-03
,2.013E-02,6.683E-03
,2.047E-02,6.566E-03
,2.081E-02,6.460E-03
,2.115E-02,6.391E-03
,2.149E-02,6.301E-03
,2.183E-02,6.243E-03
,2.217E-02,6.188E-03
,2.252E-02,6.102E-03
,2.286E-02,6.050E-03
,2.320E-02,5.972E-03
,2.354E-02,5.921E-03
,2.388E-02,5.852E-03
,2.422E-02,5.810E-03
,2.456E-02,5.752E-03
,2.490E-02,5.735E-03
,2.524E-02,5.657E-03
,2.559E-02,5.607E-03
,2.593E-02,5.550E-03
,2.627E-02,5.494E-03
,2.661E-02,5.455E-03
,2.695E-02,5.409E-03
,2.729E-02,5.371E-03
,2.763E-02,5.336E-03
,2.797E-02,5.293E-03
,2.831E-02,5.253E-03
,2.866E-02,5.221E-03
,2.900E-02,5.186E-03
,2.934E-02,5.151E-03
,2.968E-02,5.133E-03
,3.002E-02,5.096E-03
,3.036E-02,5.074E-03
,3.070E-02,5.045E-03
,3.104E-02,5.018E-03
,3.138E-02,4.987E-03
,3.173E-02,4.941E-03
,3.207E-02,4.915E-03
,3.241E-02,4.885E-03
,3.275E-02,4.866E-03
,3.309E-02,4.843E-03
,3.343E-02,4.848E-03
,3.377E-02,4.813E-03
,3.411E-02,4.799E-03
,3.445E-02,4.769E-03
,3.480E-02,4.758E-03
,3.514E-02,4.747E-03
,3.548E-02,4.727E-03
,3.582E-02,4.710E-03
,3.616E-02,4.688E-03
,3.650E-02,4.678E-03
,3.684E-02,4.671E-03
,3.718E-02,4.665E-03
,3.753E-02,4.650E-03
,3.787E-02,4.635E-03
,3.821E-02,4.630E-03
,3.855E-02,4.615E-03
,3.889E-02,4.605E-03
,3.923E-02,4.593E-03
,3.957E-02,4.592E-03
,3.991E-02,4.582E-03
,4.025E-02,4.565E-03
,4.060E-02,4.562E-03
,4.094E-02,4.557E-03
,4.128E-02,4.552E-03
,4.162E-02,4.539E-03
,4.196E-02,4.526E-03
,4.230E-02,4.522E-03
,4.264E-02,4.518E-03
,4.298E-02,4.515E-03
,4.332E-02,4.501E-03
,4.367E-02,4.502E-03
,4.401E-02,4.495E-03
,4.435E-02,4.498E-03
,4.469E-02,4.499E-03
,4.503E-02,4.506E-03
,4.537E-02,4.488E-03
,4.571E-02,4.502E-03
,4.605E-02,4.488E-03
